year,state,question,category,group,value
2020,California,Average mentally unhealthy days among adults,Sex,Female,4.3
2020,District of Columbia,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",12.2
2020,Delaware,Average mentally unhealthy days among adults,Overall,Overall,2.9
2020,Arkansas,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",0.0
2020,Florida,Average mentally unhealthy days among adults,Age,Age 18-44,1.7
2020,District of Columbia,Average mentally unhealthy days among adults,Age,Age 45-64,3.0
2020,Connecticut,Average mentally unhealthy days among adults,Sex,Female,3.5
2020,Connecticut,Depression among adults,Age,Age 45-64,16.8
2020,Arkansas,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",2.3
2020,Guam,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",7.7
2020,Georgia,Depression among adults,Sex,Female,22.2
2020,Connecticut,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",3.6
2020,Arizona,Average mentally unhealthy days among adults,Sex,Male,3.4
2020,District of Columbia,Average mentally unhealthy days among adults,Sex,Male,3.0
2020,Florida,Average mentally unhealthy days among adults,Sex,Male,1.5
2020,Connecticut,Depression among adults,Race/Ethnicity,"White, non-Hispanic",19.0
2020,Florida,Depression among adults,Race/Ethnicity,Hispanic,11.3
2020,Colorado,Depression among adults,Race/Ethnicity,"White, non-Hispanic",20.2
2020,Georgia,Depression among adults,Race/Ethnicity,Hispanic,10.9
2020,Alaska,Average mentally unhealthy days among adults,Sex,Male,2.1
2020,Arkansas,Depression among adults,Race/Ethnicity,"White, non-Hispanic",25.3
2020,Florida,Frequent mental distress among adults,Race/Ethnicity,Hispanic,10.8
2020,Colorado,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",13.6
2020,Delaware,Depression among adults,Overall,Overall,15.9
2020,Colorado,Average mentally unhealthy days among adults,Age,Age >=65,3.1
2020,Delaware,Frequent mental distress among adults,Race/Ethnicity,Hispanic,8.1
2020,Alabama,Average mentally unhealthy days among adults,Age,Age 45-64,2.5
2020,Arkansas,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",18.4
2020,Georgia,Frequent mental distress among adults,Overall,Overall,14.6
2020,Connecticut,Average mentally unhealthy days among adults,Overall,Overall,3.3
2020,Arkansas,Frequent mental distress among adults,Sex,Male,14.7
2020,Delaware,Frequent mental distress among adults,Age,Age 45-64,13.0
2020,Arizona,Average mentally unhealthy days among adults,Overall,Overall,3.2
2020,Alaska,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",12.8
2020,Arizona,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,13.0
2020,Colorado,Frequent mental distress among adults,Age,Age 45-64,11.6
2020,California,Average mentally unhealthy days among adults,Age,Age 18-44,4.7
2020,Alabama,Depression among adults,Age,Age 45-64,26.6
2020,Delaware,Average mentally unhealthy days among adults,Age,Age >=65,2.6
2020,District of Columbia,Frequent mental distress among adults,Sex,Male,11.1
2020,Florida,Average mentally unhealthy days among adults,Overall,Overall,1.7
2020,Colorado,Depression among adults,Age,Age >=65,14.0
2020,Arizona,Postpartum depressive symptoms among women with a recent live birth,Overall,Overall,13.7
2020,Georgia,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",2.1
2020,Connecticut,Depression among adults,Overall,Overall,17.7
2020,Arkansas,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",19.7
2020,Florida,Depression among adults,Sex,Female,19.7
2020,Georgia,Frequent mental distress among adults,Age,Age >=65,8.6
2020,Connecticut,Depression among adults,Age,Age >=65,12.3
2020,District of Columbia,Depression among adults,Sex,Female,23.9
2020,Connecticut,Frequent mental distress among adults,Age,Age 18-44,17.4
2020,Arkansas,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",31.2
2020,Guam,Depression among adults,Race/Ethnicity,Hispanic,20.9
2020,Alaska,Frequent mental distress among adults,Age,Age >=65,6.1
2020,Connecticut,Depression among adults,Race/Ethnicity,Hispanic,19.1
2020,Alaska,Depression among adults,Sex,Male,9.3
2020,Connecticut,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",3.3
2020,Florida,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",11.5
2020,California,Depression among adults,Sex,Male,9.4
2020,Florida,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",12.1
2020,Arkansas,Frequent mental distress among adults,Overall,Overall,17.8
2020,California,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,3.0
2020,Georgia,Depression among adults,Race/Ethnicity,"White, non-Hispanic",22.8
2020,Colorado,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",26.8
2020,Delaware,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",11.7
2020,Colorado,Frequent mental distress among adults,Sex,Female,16.5
2020,Alaska,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",3.1
2020,Connecticut,Average mentally unhealthy days among adults,Overall,Overall,3.2
2020,Alabama,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",17.5
2020,Alabama,Average mentally unhealthy days among adults,Overall,Overall,2.3
2020,Alabama,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",27.5
2020,Guam,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",5.4
2020,District of Columbia,Frequent mental distress among adults,Overall,Overall,14.5
2020,Georgia,Depression among adults,Sex,Male,12.5
2020,Arizona,Depression among adults,Overall,Overall,17.7
2020,Connecticut,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",14.2
2020,California,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",31.6
2020,Connecticut,Postpartum depressive symptoms among women with a recent live birth,Overall,Overall,10.4
2020,Arkansas,Frequent mental distress among adults,Sex,Female,22.5
2020,Florida,Frequent mental distress among adults,Sex,Male,9.7
2020,Arkansas,Frequent mental distress among adults,Age,Age >=65,8.8
2020,District of Columbia,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",25.5
2020,Alaska,Frequent mental distress among adults,Overall,Overall,9.9
2020,California,Average mentally unhealthy days among adults,Sex,Female,4.2
2020,Colorado,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",18.1
2020,Florida,Depression among adults,Age,Age >=65,12.5
2020,California,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",18.6
2020,Arizona,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",15.5
2020,California,Frequent mental distress among adults,Sex,Female,14.2
2020,Delaware,Frequent mental distress among adults,Sex,Male,10.2
2020,Delaware,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",2.9
2020,Arkansas,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Black, non-Hispanic",31.3
2020,California,Average mentally unhealthy days among adults,Age,Age 45-64,3.6
2020,Alaska,Depression among adults,Overall,Overall,15.9
2020,District of Columbia,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Black, non-Hispanic",17.9
2020,District of Columbia,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,13.6
2020,Arizona,Depression among adults,Race/Ethnicity,"White, non-Hispanic",20.1
2020,Delaware,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",22.4
2020,Arizona,Depression among adults,Race/Ethnicity,Hispanic,13.8
2020,Colorado,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",18.4
2020,Georgia,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",13.7
2020,Alabama,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",21.4
2020,Alabama,Frequent mental distress among adults,Overall,Overall,16.4
2020,Arkansas,Depression among adults,Sex,Male,15.3
2020,Arkansas,Depression among adults,Overall,Overall,23.5
2020,Georgia,Average mentally unhealthy days among adults,Age,Age 45-64,2.0
2020,Alabama,Average mentally unhealthy days among adults,Sex,Male,1.4
2020,Florida,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,19.1
2020,District of Columbia,Depression among adults,Age,Age >=65,15.0
2020,Alabama,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",29.2
2020,Guam,Depression among adults,Overall,Overall,9.1
2020,Connecticut,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",11.4
2020,Florida,Frequent mental distress among adults,Age,Age 18-44,14.1
2020,Colorado,Depression among adults,Sex,Female,24.7
2020,Delaware,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",14.1
2020,Arkansas,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",36.7
2020,California,Depression among adults,Race/Ethnicity,"White, non-Hispanic",18.1
2020,Florida,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",13.0
2020,Delaware,Depression among adults,Race/Ethnicity,Hispanic,9.5
2020,Connecticut,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",3.6
2020,Arizona,Depression among adults,Race/Ethnicity,Hispanic,13.8
2020,Colorado,Average mentally unhealthy days among adults,Sex,Male,3.5
2020,Alaska,Frequent mental distress among adults,Overall,Overall,9.9
2020,Alabama,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",30.8
2020,California,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",4.7
2020,Georgia,Frequent mental distress among adults,Race/Ethnicity,Hispanic,9.8
2020,District of Columbia,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",16.3
2020,Colorado,Depression among adults,Race/Ethnicity,Hispanic,14.9
2020,Arkansas,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"White, non-Hispanic",22.3
2020,California,Frequent mental distress among adults,Age,Age 45-64,12.2
2020,Florida,Depression among adults,Age,Age 45-64,14.7
2020,Arkansas,Frequent mental distress among adults,Race/Ethnicity,Hispanic,10.9
2020,Delaware,Average mentally unhealthy days among adults,Overall,Overall,2.8
2020,Alabama,Depression among adults,Sex,Female,31.1
2020,District of Columbia,Average mentally unhealthy days among adults,Age,Age 18-44,2.5
2020,Colorado,Frequent mental distress among adults,Race/Ethnicity,Hispanic,10.8
2020,Colorado,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"White, non-Hispanic",10.1
2020,Alaska,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2.0
2020,Guam,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",7.8
2020,Delaware,Depression among adults,Sex,Male,10.9
2020,Connecticut,Depression among adults,Sex,Female,23.9
2020,Alaska,Average mentally unhealthy days among adults,Age,Age 18-44,3.3
2020,Arizona,Average mentally unhealthy days among adults,Overall,Overall,3.2
2020,Colorado,Depression among adults,Overall,Overall,18.6
2020,District of Columbia,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",21.4
2020,California,Average mentally unhealthy days among adults,Age,Age >=65,2.8
2020,Florida,Average mentally unhealthy days among adults,Sex,Female,1.9
2020,Delaware,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",2.6
2020,Florida,Depression among adults,Race/Ethnicity,Hispanic,11.5
2020,Georgia,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,8.7
2020,Georgia,Depression among adults,Overall,Overall,17.2
2020,Connecticut,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",18.4
2020,Connecticut,Average mentally unhealthy days among adults,Age,Age >=65,2.9
2020,Florida,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",20.2
2020,Arkansas,Depression among adults,Sex,Female,31.4
2020,Alabama,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",16.5
2020,Alaska,Average mentally unhealthy days among adults,Sex,Female,3.5
2020,California,Depression among adults,Race/Ethnicity,Hispanic,12.2
2020,Arkansas,Depression among adults,Age,Age 45-64,25.6
2020,Alabama,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"White, non-Hispanic",21.3
2020,Delaware,Depression among adults,Overall,Overall,15.6
2020,Georgia,Frequent mental distress among adults,Overall,Overall,14.3
2020,Alaska,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",12.6
2020,Alaska,Depression among adults,Race/Ethnicity,"White, non-Hispanic",16.7
2020,Arizona,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",3.1
2020,Delaware,Average mentally unhealthy days among adults,Sex,Male,2.2
2020,Arizona,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",12.9
2020,California,Average mentally unhealthy days among adults,Overall,Overall,4.0
2020,District of Columbia,Average mentally unhealthy days among adults,Sex,Female,2.2
2020,Arizona,Average mentally unhealthy days among adults,Sex,Female,2.8
2020,Colorado,Average mentally unhealthy days among adults,Sex,Female,3.4
2020,Connecticut,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",19.7
2020,California,Average mentally unhealthy days among adults,Sex,Male,3.7
2020,Alaska,Depression among adults,Race/Ethnicity,"White, non-Hispanic",16.7
2020,Georgia,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",3.5
2020,Arizona,Frequent mental distress among adults,Race/Ethnicity,Hispanic,11.3
2020,District of Columbia,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",11.5
2020,District of Columbia,Frequent mental distress among adults,Race/Ethnicity,Hispanic,16.1
2020,Arkansas,Average mentally unhealthy days among adults,Overall,Overall,2.3
2020,California,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",12.3
2020,Colorado,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",12.8
2020,Connecticut,Average mentally unhealthy days among adults,Sex,Male,3.0
2020,Arkansas,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",2.4
2020,Georgia,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",15.1
2020,Alabama,Frequent mental distress among adults,Sex,Female,19.9
2020,Alabama,Depression among adults,Age,Age 18-44,24.0
2020,Guam,Depression among adults,Sex,Female,10.7
2020,Guam,Average mentally unhealthy days among adults,Overall,Overall,3.8
2020,Delaware,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Asian, non-Hispanic",19.5
2020,Connecticut,Frequent mental distress among adults,Sex,Male,10.9
2020,Georgia,Depression among adults,Overall,Overall,17.5
2020,District of Columbia,Depression among adults,Sex,Female,24.1
2020,California,Depression among adults,Sex,Female,18.8
2020,Florida,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",11.6
2020,Connecticut,Depression among adults,Sex,Female,22.8
